Year,Investigation.Type,Country,Injury.Severity,Make.Model,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
2014,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,2.0,0.0,0.0
2014,Accident,United States,Non-Fatal,Cessna E162,Instructional,0.0,0.0,0.0,1.0
2014,Accident,United States,Non-Fatal,Cessna 150L,Instructional,0.0,0.0,0.0,2.0
2014,Accident,United States,Non-Fatal,Cessna 401A,Business,0.0,0.0,3.0,0.0
2014,Accident,Brazil,Fatal,Piper Pa-25-235,Aerial Application,1.0,0.0,0.0,0.0
2014,Accident,United States,Non-Fatal,Piper Pa 28-181,Instructional,0.0,1.0,0.0,1.0
2014,Accident,United States,Non-Fatal,Hiller Oh 23B,Instructional,0.0,0.0,0.0,2.0
2014,Accident,United States,Non-Fatal,Boeing 737 824,Commercial,0.0,12.0,1.0,146.0
2014,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,0.0,0.0,1.0
2014,Accident,United States,Fatal,Air At 502B,Aerial Application,1.0,0.0,0.0,0.0
2014,Accident,United States,Non-Fatal,Piper Pa-46-310P,Business,0.0,0.0,0.0,1.0
2014,Accident,Portugal,Fatal,Schweizer 269C - 1,Instructional,2.0,0.0,0.0,0.0
2014,Accident,United States,Non-Fatal,Cirrus Sr20,Instructional,0.0,0.0,1.0,0.0
2014,Accident,United States,Non-Fatal,Cessna 150J,Instructional,0.0,1.0,0.0,0.0
2014,Accident,United States,Non-Fatal,Enstrom 280Fx,Instructional,0.0,1.0,0.0,0.0
2014,Accident,United States,Non-Fatal,Cessna P210 - N,Business,0.0,2.0,0.0,1.0
2014,Accident,United States,Non-Fatal,Boeing 737 7H4,Commercial,0.0,0.0,1.0,80.0
2014,Accident,United States,Non-Fatal,New Pa 32R-301T,Business,0.0,2.0,2.0,0.0
2014,Accident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,145.0
2014,Accident,United States,Non-Fatal,Cessna 310J,Instructional,0.0,0.0,0.0,3.0
2014,Accident,United States,Fatal,Piper Pa-34-200T,Business,1.0,0.0,0.0,0.0
2014,Accident,United States,Fatal,Robinson R22 Beta,Instructional,1.0,0.0,1.0,0.0
2014,Incident,United States,Non-Fatal,Robinson R22 Beta Ii,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Burton Calidus,Business,0.0,1.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 150G,Instructional,0.0,1.0,0.0,1.0
2015,Accident,United States,Fatal,Robinson R22 Beta,Instructional,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,1.0,0.0,0.0
2015,Accident,Brazil,Fatal,Cessna A188B,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 150L,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Luscombe 8,Instructional,1.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,3.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Diamond Da 20 C1,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172F,Instructional,0.0,0.0,1.0,0.0
2015,Accident,United States,Fatal,Piper Pa-23,Instructional,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172I,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Flight Ctls,Business,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Enstrom 280Fx,Instructional,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa-28R-200,Instructional,0.0,0.0,0.0,4.0
2015,Accident,United States,Non-Fatal,Bell-Watson 47 G,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Robinson R44 Ii,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa 12,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa 18-150,Instructional,0.0,2.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2015,Accident,Brazil,Fatal,Cessna A188,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Embraer Erj 190 100 Igw,Commercial,0.0,1.0,0.0,55.0
2015,Accident,United States,Non-Fatal,Piper Pa 46-350P,Business,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Boeing 767,Commercial,0.0,4.0,1.0,245.0
2015,Incident,United States,Non-Fatal,Embraer Emb 145Lr,Commercial,0.0,0.0,0.0,113.0
2015,Accident,United States,Non-Fatal,Piper Pa 32Rt-300T,Business,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Mcdonnell Md 11F,Commercial,0.0,0.0,1.0,3.0
2015,Accident,United States,Non-Fatal,Piper Pa 28R-201,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Bell 47G 2A,Aerial Application,0.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa28,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Arnold Zodiac Ch 650,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Piper Pa 28-181,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Piper Pa 18,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,1.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Beech 58,Business,0.0,0.0,0.0,4.0
2015,Accident,United States,Non-Fatal,Mcdonnell Md 88,Commercial,0.0,0.0,0.0,132.0
2015,Accident,United States,Non-Fatal,Bell 407,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Champion 7Ec,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Schupp Sky Ranger Ii,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Jabiru J250 Sp,Instructional,0.0,0.0,0.0,2.0
2015,Incident,United States,Non-Fatal,Bombardier Cl 600 2C10,Commercial,0.0,0.0,0.0,41.0
2015,Accident,United States,Non-Fatal,Grumman G 164A,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Embraer Emb 145Lr,Commercial,0.0,0.0,0.0,53.0
2015,Accident,United States,Non-Fatal,Trick 582 Cyclone Storm,Instructional,0.0,2.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 172 - H,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna R172E,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Air At 602,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna T188C,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Fatal,Piper Pa-28-140,Instructional,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Hiller Uh 12E,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Let L23 - No Series,Instructional,0.0,1.0,0.0,1.0
2015,Accident,United States,Fatal,Bell 206 L-1,Aerial Application,2.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 170B,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,G-Dawg Just Acft Highlander,Business,0.0,0.0,2.0,0.0
2015,Accident,United States,Fatal,Cessna 152,Instructional,1.0,0.0,0.0,0.0
2015,Incident,United States,Non-Fatal,Air At 402A,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,Colombia,Fatal,Cessna 172S,Instructional,3.0,0.0,0.0,0.0
2015,Incident,United States,Non-Fatal,Boeing 767 34Af,Commercial,0.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,0.0,3.0,0.0
2015,Accident,United States,Non-Fatal,Socata Tbm700,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Grumman G 164A,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Diamond Da 20 C1,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,1.0,0.0,0.0
2015,Incident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Beech B35,Instructional,0.0,0.0,2.0,0.0
2015,Accident,United States,Non-Fatal,Bombardier Cl600 2D24,Commercial,0.0,0.0,0.0,79.0
2015,Accident,United States,Non-Fatal,Cessna 177B,Business,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Airbus As-350,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Air At 502B,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Hughes Th 55,Instructional,0.0,1.0,0.0,1.0
2015,Incident,United States,Non-Fatal,Airbus A319 112,Commercial,0.0,0.0,0.0,136.0
2015,Accident,Spain,Fatal,Thrush S2R-T34,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Enstrom F-28F,Instructional,0.0,0.0,2.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,4.0
2015,Accident,United States,Non-Fatal,Bell 206L 3,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Piper Pa-25-235,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa 28-161,Instructional,0.0,0.0,1.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R44 Ii,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Grumman G 164A,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 170B,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Bellanca 7Gcbc,Business,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna T206H,Business,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa 22-150,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna 150M,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa-28-181,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Ayres S2R G6,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Airbus A320 212,Commercial,0.0,0.0,1.0,146.0
2015,Accident,United States,Non-Fatal,Destiny 2000,Instructional,0.0,1.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa44,Instructional,0.0,0.0,0.0,3.0
2015,Accident,United States,Non-Fatal,Piper Pa 28-181,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa 25-260,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 188,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Fatal,Hiller Uh 12E,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna U206G,Business,0.0,1.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Aeronca 7Ec,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna T188C,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Boeing 777 - 236,Commercial,0.0,1.0,1.0,197.0
2015,Accident,United States,Non-Fatal,Bell 47G 3B 1,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172 - R,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Air At 502,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Schweizer Sgs 1 26B,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 150F,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna T188C,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Air At 502B,Aerial Application,0.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,1.0,1.0,4.0
2015,Accident,United States,Fatal,Ayres S2R T34,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Gulfstream-Schweizer Gulfstream Am G 164B,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa 18A 150,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Piper Pa 18-150,Instructional,1.0,0.0,0.0,0.0
2015,Accident,Colombia,Fatal,Cessna A188,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,0.0,0.0,1.0
2015,Incident,United States,Non-Fatal,Bombardier Dhc 8,Commercial,0.0,0.0,0.0,37.0
2015,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Fatal,Bellanca 7Gcbc,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Mcdonnell Dc 9 83(Md-83),Commercial,0.0,7.0,1.0,137.0
2015,Accident,United States,Non-Fatal,Grumman G 164A,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Air At 401,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa 28-140,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Fatal,Beech F35,Instructional,1.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Bombardier Cl600 2D24,Commercial,0.0,4.0,1.0,75.0
2015,Accident,United States,Non-Fatal,Diamond Da 20 C1,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Grumman G 164B,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Beech G58,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna 182P,Instructional,0.0,0.0,0.0,3.0
2015,Accident,United States,Non-Fatal,Weatherly 620A,Aerial Application,0.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Continental Tomcat Mk5A,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Weatherly 201B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Enstrom F 28C,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Rockwell S 2R,Aerial Application,0.0,0.0,1.0,0.0
2015,Incident,Ireland,Non-Fatal,Raytheon Bae 125 800,Business,0.0,0.0,0.0,5.0
2015,Accident,United States,Non-Fatal,Diamond Da 20 C1,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Roberts Super Bear,Instructional,0.0,1.0,0.0,1.0
2015,Accident,United States,Fatal,Bell 47G 5,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Grumman G 164A,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Weatherly 201B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Wsk M 18A,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Air At 502B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Diamond Da 20 C1,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Schweizer Sgs 2 32,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna 172 - S,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,2.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Boeing 767 432Er,Commercial,0.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Airbus A320 212,Commercial,0.0,0.0,1.0,155.0
2015,Accident,United States,Non-Fatal,Cessna Tr182,Instructional,0.0,1.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Boeing 737 832,Commercial,0.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Grumman Aa 5A,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Fatal,Schweizer 269C,Instructional,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Balony Bb60Z,Business,0.0,6.0,2.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa 24-250,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Cirrus Sr22,Business,0.0,2.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Weatherly 620B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Ayres S2R T34,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Mooney M 20G,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Luscombe 8A,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Robinson R44,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Piper Pa 32-300,Instructional,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa 12,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Cessna R172K,Business,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Cirrus Sr20,Instructional,1.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Cessna U206F,Business,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Air At 402B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R-22,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Aero 100,Business,0.0,1.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa-28R-180,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Bell 47G 4A,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Israel 1125 Westwind Astra,Business,0.0,0.0,0.0,7.0
2015,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Bell 47G,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Eagle Eagle Dw 1,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Taylorcraft 12-M,Instructional,0.0,2.0,0.0,0.0
2015,Accident,United States,Fatal,Air At 602,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Air At 502B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Grumman G164 - B,Aerial Application,0.0,0.0,0.0,1.0
2015,Incident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,148.0
2015,Accident,United States,Non-Fatal,Air At 401,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Fatal,Cessna 182F,Business,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Robinson R44,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Embraer E175,Commercial,0.0,0.0,1.0,65.0
2015,Accident,Colombia,Fatal,Cessna 402B,Instructional,3.0,0.0,0.0,0.0
2015,Incident,United States,Non-Fatal,Airbus A320 211,Commercial,0.0,0.0,0.0,124.0
2015,Accident,United States,Non-Fatal,Bell 47D1,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Grumman G 164B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Grumman G164,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,2.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Airbus A321,Commercial,0.0,0.0,0.0,159.0
2015,Accident,United States,Non-Fatal,Piper Pa 28-161,Instructional,0.0,0.0,1.0,0.0
2015,Accident,United States,Fatal,Zenair Ch 2000,Instructional,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,1.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R22,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Air At-802A,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Bell 206B,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,1.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Piper Pa 25-235,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Robinson R44 Ii,Business,0.0,0.0,2.0,0.0
2015,Accident,United States,Non-Fatal,Boeing 737 7H4,Commercial,0.0,0.0,0.0,147.0
2015,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Air At 602,Aerial Application,0.0,0.0,1.0,0.0
2015,Accident,United States,Fatal,Weatherly 620B,Aerial Application,1.0,0.0,0.0,0.0
2015,Accident,United States,Fatal,Piper Pa44,Business,1.0,0.0,0.0,0.0
2015,Incident,United States,Non-Fatal,Cirrus Sr22,Instructional,0.0,0.0,0.0,3.0
2015,Accident,United States,Non-Fatal,Air At 502B,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Robinson R44 Ii,Business,0.0,3.0,3.0,0.0
2015,Accident,United States,Non-Fatal,Beech C90,Business,0.0,0.0,0.0,5.0
2015,Accident,United States,Non-Fatal,Beech B19,Instructional,0.0,0.0,1.0,1.0
2015,Accident,United States,Non-Fatal,Air Skypper,Instructional,0.0,2.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna T240,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Mcdonnell 369E,Aerial Application,0.0,0.0,1.0,0.0
2015,Accident,United States,Fatal,Piper Pa28,Instructional,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Dehavilland Beaver Dhc 2 Mk.1,Business,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Air At 402A,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Boeing Boeing 777-236,Commercial,0.0,19.0,1.0,150.0
2015,Accident,United States,Non-Fatal,Piper Pa-36-375,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Brown Space Walker,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Mooney M20Tn,Business,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Schweizer G 164B,Aerial Application,0.0,1.0,0.0,0.0
2015,Incident,United States,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,279.0
2015,Accident,United States,Non-Fatal,Bell 206,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 421B,Business,0.0,2.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Robinson R44,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Bell 206B,Aerial Application,0.0,0.0,1.0,0.0
2015,Accident,United States,Non-Fatal,Piper Pa 28,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Cessna 305F,Business,0.0,0.0,0.0,1.0
2015,Accident,Bahamas,Non-Fatal,Airbus A319,Commercial,0.0,4.0,2.0,73.0
2015,Incident,Japan,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,367.0
2015,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Bell 47G,Aerial Application,0.0,1.0,0.0,0.0
2015,Accident,United States,Fatal,Cessna 152,Business,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Robinson R44 Ii,Business,0.0,0.0,0.0,1.0
2015,Accident,United States,Fatal,Piper Pa 38-112,Instructional,1.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Boeing 737 3H4,Commercial,0.0,0.0,1.0,147.0
2015,Accident,United States,Non-Fatal,Beech F33,Instructional,0.0,0.0,0.0,3.0
2015,Accident,United States,Fatal,Cessna 421B,Business,2.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna 421,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Bell 206L 3,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Comp Ca8,Business,0.0,1.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Cessna R182,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Beech 23,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Non-Fatal,Boeing 757 223,Commercial,0.0,0.0,1.0,166.0
2015,Accident,United States,Non-Fatal,Cessna 310C,Instructional,0.0,0.0,0.0,3.0
2015,Accident,United States,Non-Fatal,Cessna A188A,Aerial Application,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Boeing 737-924Er,Commercial,0.0,1.0,1.0,183.0
2015,Accident,United States,Non-Fatal,American As350B3,Instructional,0.0,0.0,0.0,3.0
2015,Accident,United States,Non-Fatal,Brandon Gyroplane,Instructional,0.0,0.0,0.0,2.0
2015,Accident,United States,Fatal,Piper Pa31,Business,1.0,1.0,0.0,1.0
2015,Accident,United States,Fatal,Schumacher Lancair Super Es,Business,3.0,0.0,0.0,0.0
2015,Accident,United States,Non-Fatal,Boeing 767,Commercial,0.0,21.0,1.0,79.0
2015,Accident,United States,Non-Fatal,Cessna 182,Instructional,0.0,0.0,0.0,1.0
2015,Accident,United States,Non-Fatal,Schweizer 269C 1,Instructional,0.0,0.0,0.0,1.0
